Date,Timestamp,Symbol,Expiry,Strikes (Low/High),Buy Low CE (Ask),Sell High CE (Bid),Buy High PE (Ask),Sell Low PE (Bid),Net Exec Cost,Theoretical Value,IRR Tier Achieved,Target Mismatch (For Tier),Profit Per Share,Total Paper Profit
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/105.0,7.03,6.37,1.02,0.91,0.77,100%,8%,0.22,0.23,"1,840.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/109.0,7.03,3.42,2.05,0.91,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/111.0,7.03,2.29,2.9,0.91,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/113.0,7.03,1.42,4.04,0.91,8.74,900%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/115.0,7.03,0.85,5.45,0.91,10.72,1100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/117.0,7.03,0.49,7.12,0.91,12.75,1300%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/125.0,7.03,0.07,14.7,0.91,20.75,2100%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/109.0,3.96,3.42,2.05,1.83,0.76,100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/111.0,3.96,2.29,2.9,1.83,2.74,300%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/113.0,3.96,1.42,4.04,1.83,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/115.0,3.96,0.85,5.45,1.83,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/117.0,3.96,0.49,7.12,1.83,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/125.0,3.96,0.07,14.7,1.83,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/111.0,2.66,2.29,2.9,2.59,0.68,100%,12%,0.32,0.32,"2,560.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/113.0,2.66,1.42,4.04,2.59,2.69,300%,10%,0.27,0.31,"2,480.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/115.0,2.66,0.85,5.45,2.59,4.67,500%,12%,0.32,0.33,"2,640.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/117.0,2.66,0.49,7.12,2.59,6.7,700%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/119.0,2.66,0.28,8.97,2.59,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/125.0,2.66,0.07,14.7,2.59,14.7,1500%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/113.0,1.71,1.42,4.04,3.61,0.72,100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/115.0,1.71,0.85,5.45,3.61,2.7,300%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/117.0,1.71,0.49,7.12,3.61,4.73,500%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/105.0,7.03,6.37,1.02,0.91,0.77,100%,8%,0.22,0.23,"1,840.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/109.0,7.03,3.42,2.05,0.91,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/111.0,7.03,2.29,2.9,0.91,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/113.0,7.03,1.42,4.04,0.91,8.74,900%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/115.0,7.03,0.85,5.45,0.91,10.72,1100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/117.0,7.03,0.49,7.12,0.91,12.75,1300%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/125.0,7.03,0.07,14.7,0.91,20.75,2100%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/109.0,3.96,3.42,2.05,1.83,0.76,100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/111.0,3.96,2.29,2.9,1.83,2.74,300%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/113.0,3.96,1.42,4.04,1.83,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/115.0,3.96,0.85,5.45,1.83,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/117.0,3.96,0.49,7.12,1.83,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/125.0,3.96,0.07,14.7,1.83,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/111.0,2.66,2.29,2.9,2.59,0.68,100%,12%,0.32,0.32,"2,560.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/113.0,2.66,1.42,4.04,2.59,2.69,300%,10%,0.27,0.31,"2,480.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/115.0,2.66,0.85,5.45,2.59,4.67,500%,12%,0.32,0.33,"2,640.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/117.0,2.66,0.49,7.12,2.59,6.7,700%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/119.0,2.66,0.28,8.97,2.59,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/125.0,2.66,0.07,14.7,2.59,14.7,1500%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/113.0,1.71,1.42,4.04,3.61,0.72,100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/115.0,1.71,0.85,5.45,3.61,2.7,300%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/117.0,1.71,0.49,7.12,3.61,4.73,500%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/105.0,7.03,6.37,1.02,0.91,0.77,100%,8%,0.22,0.23,"1,840.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/109.0,7.03,3.42,2.05,0.91,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/111.0,7.03,2.29,2.9,0.91,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/113.0,7.03,1.42,4.04,0.91,8.74,900%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/115.0,7.03,0.85,5.45,0.91,10.72,1100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/117.0,7.03,0.49,7.12,0.91,12.75,1300%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/125.0,7.03,0.07,14.7,0.91,20.75,2100%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/109.0,3.96,3.42,2.05,1.83,0.76,100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/111.0,3.96,2.29,2.9,1.83,2.74,300%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/113.0,3.96,1.42,4.04,1.83,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/115.0,3.96,0.85,5.45,1.83,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/117.0,3.96,0.49,7.12,1.83,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/125.0,3.96,0.07,14.7,1.83,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/111.0,2.66,2.29,2.9,2.59,0.68,100%,12%,0.32,0.32,"2,560.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/113.0,2.66,1.42,4.04,2.59,2.69,300%,10%,0.27,0.31,"2,480.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/115.0,2.66,0.85,5.45,2.59,4.67,500%,12%,0.32,0.33,"2,640.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/117.0,2.66,0.49,7.12,2.59,6.7,700%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/119.0,2.66,0.28,8.97,2.59,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/125.0,2.66,0.07,14.7,2.59,14.7,1500%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/113.0,1.71,1.42,4.04,3.61,0.72,100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/115.0,1.71,0.85,5.45,3.61,2.7,300%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/117.0,1.71,0.49,7.12,3.61,4.73,500%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/105.0,7.03,6.37,1.02,0.91,0.77,100%,8%,0.22,0.23,"1,840.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/109.0,7.03,3.42,2.05,0.91,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/111.0,7.03,2.29,2.9,0.91,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/113.0,7.03,1.42,4.04,0.91,8.74,900%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/115.0,7.03,0.85,5.45,0.91,10.72,1100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/117.0,7.03,0.49,7.12,0.91,12.75,1300%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/125.0,7.03,0.07,14.7,0.91,20.75,2100%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/109.0,3.96,3.42,2.05,1.83,0.76,100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/111.0,3.96,2.29,2.9,1.83,2.74,300%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/113.0,3.96,1.42,4.04,1.83,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/115.0,3.96,0.85,5.45,1.83,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/117.0,3.96,0.49,7.12,1.83,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/125.0,3.96,0.07,14.7,1.83,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/111.0,2.66,2.29,2.9,2.59,0.68,100%,12%,0.32,0.32,"2,560.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/113.0,2.66,1.42,4.04,2.59,2.69,300%,10%,0.27,0.31,"2,480.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/115.0,2.66,0.85,5.45,2.59,4.67,500%,12%,0.32,0.33,"2,640.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/117.0,2.66,0.49,7.12,2.59,6.7,700%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/119.0,2.66,0.28,8.97,2.59,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/125.0,2.66,0.07,14.7,2.59,14.7,1500%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/113.0,1.71,1.42,4.04,3.61,0.72,100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/115.0,1.71,0.85,5.45,3.61,2.7,300%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/117.0,1.71,0.49,7.12,3.61,4.73,500%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/105.0,7.03,6.37,1.02,0.91,0.77,100%,8%,0.22,0.23,"1,840.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/109.0,7.03,3.42,2.05,0.91,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/111.0,7.03,2.29,2.9,0.91,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/113.0,7.03,1.42,4.04,0.91,8.74,900%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/115.0,7.03,0.85,5.45,0.91,10.72,1100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/117.0,7.03,0.49,7.12,0.91,12.75,1300%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/125.0,7.03,0.07,14.7,0.91,20.75,2100%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/109.0,3.96,3.42,2.05,1.83,0.76,100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/111.0,3.96,2.29,2.9,1.83,2.74,300%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/113.0,3.96,1.42,4.04,1.83,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/115.0,3.96,0.85,5.45,1.83,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/117.0,3.96,0.49,7.12,1.83,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/125.0,3.96,0.07,14.7,1.83,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/111.0,2.66,2.29,2.9,2.59,0.68,100%,12%,0.32,0.32,"2,560.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/113.0,2.66,1.42,4.04,2.59,2.69,300%,10%,0.27,0.31,"2,480.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/115.0,2.66,0.85,5.45,2.59,4.67,500%,12%,0.32,0.33,"2,640.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/117.0,2.66,0.49,7.12,2.59,6.7,700%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/119.0,2.66,0.28,8.97,2.59,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/125.0,2.66,0.07,14.7,2.59,14.7,1500%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/113.0,1.71,1.42,4.04,3.61,0.72,100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/115.0,1.71,0.85,5.45,3.61,2.7,300%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/117.0,1.71,0.49,7.12,3.61,4.73,500%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/105.0,7.03,6.37,1.02,0.91,0.77,100%,8%,0.22,0.23,"1,840.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/109.0,7.03,3.42,2.05,0.91,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/111.0,7.03,2.29,2.9,0.91,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/113.0,7.03,1.42,4.04,0.91,8.74,900%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/115.0,7.03,0.85,5.45,0.91,10.72,1100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/117.0,7.03,0.49,7.12,0.91,12.75,1300%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/125.0,7.03,0.07,14.7,0.91,20.75,2100%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/109.0,3.96,3.42,2.05,1.83,0.76,100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/111.0,3.96,2.29,2.9,1.83,2.74,300%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/113.0,3.96,1.42,4.04,1.83,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/115.0,3.96,0.85,5.45,1.83,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/117.0,3.96,0.49,7.12,1.83,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/125.0,3.96,0.07,14.7,1.83,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/111.0,2.66,2.29,2.9,2.59,0.68,100%,12%,0.32,0.32,"2,560.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/113.0,2.66,1.42,4.04,2.59,2.69,300%,10%,0.27,0.31,"2,480.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/115.0,2.66,0.85,5.45,2.59,4.67,500%,12%,0.32,0.33,"2,640.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/117.0,2.66,0.49,7.12,2.59,6.7,700%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/119.0,2.66,0.28,8.97,2.59,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/125.0,2.66,0.07,14.7,2.59,14.7,1500%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/113.0,1.71,1.42,4.04,3.61,0.72,100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/115.0,1.71,0.85,5.45,3.61,2.7,300%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/117.0,1.71,0.49,7.12,3.61,4.73,500%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/105.0,7.03,6.37,1.02,0.91,0.77,100%,8%,0.22,0.23,"1,840.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/109.0,7.03,3.42,2.05,0.91,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/111.0,7.03,2.29,2.9,0.91,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/113.0,7.03,1.42,4.04,0.91,8.74,900%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/115.0,7.03,0.85,5.45,0.91,10.72,1100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/117.0,7.03,0.49,7.12,0.91,12.75,1300%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,104.0/125.0,7.03,0.07,14.7,0.91,20.75,2100%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/109.0,3.96,3.42,2.05,1.83,0.76,100%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/111.0,3.96,2.29,2.9,1.83,2.74,300%,8%,0.22,0.26,"2,080.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/113.0,3.96,1.42,4.04,1.83,4.75,500%,8%,0.22,0.25,"2,000.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/115.0,3.96,0.85,5.45,1.83,6.73,700%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/117.0,3.96,0.49,7.12,1.83,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,108.0/125.0,3.96,0.07,14.7,1.83,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/111.0,2.66,2.29,2.9,2.59,0.68,100%,12%,0.32,0.32,"2,560.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/113.0,2.66,1.42,4.04,2.59,2.69,300%,10%,0.27,0.31,"2,480.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/115.0,2.66,0.85,5.45,2.59,4.67,500%,12%,0.32,0.33,"2,640.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/117.0,2.66,0.49,7.12,2.59,6.7,700%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/119.0,2.66,0.28,8.97,2.59,8.76,900%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,110.0/125.0,2.66,0.07,14.7,2.59,14.7,1500%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/113.0,1.71,1.42,4.04,3.61,0.72,100%,10%,0.27,0.28,"2,240.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/115.0,1.71,0.85,5.45,3.61,2.7,300%,10%,0.27,0.3,"2,400.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/117.0,1.71,0.49,7.12,3.61,4.73,500%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,112.0/125.0,1.71,0.07,14.7,3.61,12.73,1300%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/115.0,1.03,0.85,5.45,4.9,0.73,100%,10%,0.27,0.27,"2,160.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/117.0,1.03,0.49,7.12,4.9,2.76,300%,8%,0.22,0.24,"1,920.00"
19-03-2026,09:21:36,PNB,30-03-2026,114.0/125.0,1.03,0.07,14.7,4.9,10.76,1100%,8%,0.22,0.24,"1,920.00"
